بنگلا دیش	 Location
اولمپکس	 Other
کی	 Other
تاریخوں	 Other
میں	 Other
کوئی	 Other
ٹکراؤ	 Other
نہیں	 Other
ہو	 Other
گا،	 Other
جو	 Other
کہ	 Other
فروری دوہزارباءیس	 Date
میں	 Other
قزاقستان	 Location
یا	 Other
چین	 Location
میں	 Other
ہونی	 Other
ہیں۔	 Other
 
ایران	 Location
نے	 Other
اپیلوں	 Other
کے	 Other
باوجود	 Other
قتل	 Other
کے	 Other
جرم	 Other
میں	 Other
ریحانہ جباری	 Person
کو	 Other
سزائے	 Other
موت	 Other
دے	 Other
دی	 Other
ہے۔	 Other
 
ریحانہ جباری	 Person
کا	 Other
موقف	 Other
رہا	 Other
تھا	 Other
کہ	 Other
انھوں	 Other
نے	 Other
جنسی	 Other
استحصال	 Other
کی	 Other
کوشش	 Other
کرنے	 Other
پر	 Other
اپنے	 Other
دفاع	 Other
میں	 Other
قتل	 Other
کیا۔	 Other
 
چھبیس	 Number
سالہ	 Other
ریحانہ جباری	 Person
کو	 Other
سنہ دوہزار سات	 Date
میں	 Other
ایرانی انٹلیجنس	 Organization
کے	 Other
سابق	 Other
اہلکار	 Other
مرتضیٰ عبدل علی سربندی	 Person
کے	 Other
قتل	 Other
کے	 Other
الزام	 Other
میں	 Other
گرفتار	 Other
کیا	 Other
گیا	 Other
تھا۔	 Other
 
حقوق	 Other
انسانی	 Other
کی	 Other
عالمی	 Other
تنظیم	 Other
ایمنسٹی	 Organization
کے	 Other
مطابق	 Other
ریحانہ جباری	 Person
کو	 Other
ناقص	 Other
تحقیقات	 Other
کی	 Other
بنا	 Other
پر	 Other
قصوروار	 Other
ٹھہرایا	 Other
گیا۔	 Other
 
ریحانہ	 Person
کی	 Other
سزائے	 Other
موت	 Other
پر	 Other
عمل	 Other
درآمد	 Other
روکنے	 Other
کے	 Other
لیے	 Other
فیس بک	 Organization
اور	 Other
ٹوئٹر	 Organization
پر	 Other
گذشتہ	 Other
ماہ	 Other
سے	 Other
مہم	 Other
چلائی	 Other
جا	 Other
رہی	 Other
تھی	 Other
اور	 Other
بظاہر	 Other
ان	 Other
کی	 Other
پھانسی	 Other
کو	 Other
عارضی	 Other
طور	 Other
پر	 Other
ملتوی	 Other
بھی	 Other
کیا	 Other
گیا۔	 Other
 
تاہم	 Other
سرکاری	 Other
خبر	 Other
رساں	 Other
ادارے	 Other
ایسنا	 Organization
نے	 Other
سنیچر	 Other
کو	 Other
خبر	 Other
دی	 Other
کہ	 Other
ریحانہ جباری	 Person
کو	 Other
پھانسی	 Other
دے	 Other
دی	 Other
گئی	 Other
کیونکہ	 Other
ان	 Other
کے	 Other
رشتہ	 Other
دار	 Other
متاثرہ	 Other
خاندان	 Other
سے	 Other
معافی	 Other
حاصل	 Other
نہیں	 Other
کر	 Other
سکے۔	 Other
 
خبر	 Other
رساں	 Other
ایجنسی	 Other
کے	 Other
مطابق	 Other
ریحانہ	 Person
کو	 Other
عدالت	 Other
میں	 Other
اپنے	 Other
دفاع	 Other
کے	 Other
لیے	 Other
وکیل	 Desigation
مہیا	 Other
کیا	 Other
گیا	 Other
تھا۔	 Other
 
ریحانہ	 Person
کی	 Other
والدہ	 Other
شعلہ پاکروان	 Person
نے	 Other
بی بی سی فارسی	 Organization
سروس	 Other
سے	 Other
بات	 Other
کرتے	 Other
ہوئے	 Other
پھانسی	 Other
کی	 Other
تصدیق	 Other
کرتے	 Other
ہوئے	 Other
کہا	 Other
کہ	 Other
وہ	 Other
اپنی	 Other
بیٹی	 Other
کی	 Other
لاش	 Other
دیکھنے	 Other
جا	 Other
رہی	 Other
ہیں۔	 Other
 
ایمنسٹی انٹرنیشنل	 Organization
کے	 Other
مطابق	 Other
اگرچہ	 Other
ریحانہ	 Person
نے	 Other
تسلیم	 Other
کیا	 Other
تھا	 Other
کہ	 Other
انھوں	 Other
نے	 Other
عبدل علی	 Person
کی	 Other
کمر	 Other
پر	 Other
وار	 Other
کیا	 Other
تھا	 Other
تاہم	 Other
ان	 Other
کا	 Other
موقف	 Other
تھا	 Other
کہ	 Other
گھر	 Other
میں	 Other
کوئی	 Other
موجود	 Other
تھا	 Other
جس	 Other
نے	 Other
عبدل	 Person
کو	 Other
قتل	 Other
کیا۔	 Other
 
اطلاعات	 Other
کے	 Other
مطابق	 Other
گرفتاری	 Other
کے	 Other
بعد	 Other
ریحانہ	 Person
کو	 Other
دو	 Number
ماہ	 Other
تک	 Other
وکیل	 Desigation
تک	 Other
رسائی	 Other
نہیں	 Other
دی	 Other
گئی	 Other
اور	 Other
سنہ دو ہزار نو	 Date
میں	 Other
تہران	 Location
کی	 Other
ایک	 Other
عدالت	 Other
نے	 Other
انھیں	 Other
سزائے	 Other
موت	 Other
سنائی	 Other
تھی	 Other
جس	 Other
پر	 Other
سنیچر	 Other
کو	 Other
عمل	 Other
درآمد	 Other
کیا	 Other
گیا۔	 Other
 
افغانستان	 Location
کے	 Other
شمالی	 Other
صوبے	 Other
بدخشاں	 Location
میں	 Other
طالبان	 Other
جنگجوؤں	 Other
نے	 Other
کم	 Other
سے	 Other
کم	 Other
دس	 Number
پولیس	 Other
اہلکاروں	 Other
کو	 Other
اغوا	 Other
کر	 Other
لیا	 Other
ہے۔	 Other
 
پولیس	 Other
کا	 Other
کہنا	 Other
ہے	 Other
کہ	 Other
جب	 Other
وردوج	 Location
ضلعے	 Other
میں	 Other
طالبان	 Other
نے	 Other
سرکاری	 Other
عمارت	 Other
پر	 Other
حملہ	 Other
کیا	 Other
تو	 Other
اس	 Other
دوران	 Other
چار	 Number
پولیس	 Other
افسران	 Other
ہلاک	 Other
ہو	 Other
گئے۔	 Other
 
بعض	 Other
اطلاعات	 Other
کے	 Other
مطابق	 Other
اغوا	 Other
ہونے	 Other
والے	 Other
پولیس	 Other
اہلکاروں	 Other
کے	 Other
تعداد	 Other
سولہ	 Number
ہے۔	 Other
 
یہ	 Other
حملہ	 Other
ایسے	 Other
وقت	 Other
میں	 Other
ہوا	 Other
ہے	 Other
جب	 Other
نیٹو 	 Organization
افواج	 Other
ملک	 Other
سے	 Other
نکل	 Other
رہی	 Other
ہیں۔	 Other
 
اتوار	 Other
کو	 Other
ہی	 Other
برطانیہ	 Location
نے	 Other
افغانستان	 Location
مںی	 Other
اپنی	 Other
جنگی	 Other
کارروائیاں	 Other
ختم	 Other
کی	 Other
ہیں۔	 Other
 
بدخشاں	 Location
میں	 Other
پولیس	 Other
کے	 Other
صوبائی ترجمان	 Desigation
Other
لال محمد احمدزئی	 Person
نے	 Other
بی	 Other
بی	 Other
سی	 Other
کو	 Other
بتایا	 Other
کہ	 Other
جھڑپ	 Other
کے	 Other
دوران	 Other
طالبان	 Other
کا	 Other
بھی	 Other
بھاری	 Other
جانی	 Other
نقصان	 Other
ہوا	 Other
ہے۔	 Other
 
انھوں	 Other
نے	 Other
مزید	 Other
بتایا	 Other
کہ	 Other
ان	 Other
پولیس	 Other
اہلکاروں	 Other
کی	 Other
بازیابی	 Other
کے	 Other
لیے	 Other
مزید	 Other
پولیس	 Other
کی	 Other
نفری	 Other
تعینات	 Other
کر	 Other
دی	 Other
گئی	 Other
ہے۔	 Other
 
یہ	 Other
حملہ	 Other
نیٹو 	 Organization
کی	 Other
جانب	 Other
سے	 Other
افغانستان	 Location
میں	 Other
تعینات	 Other
فوجیوں	 Other
کی	 Other
تعداد	 Other
میں	 Other
کمی	 Other
کے	 Other
ایک	 Other
روز	 Other
بعد	 Other
ہی	 Other
پیش	 Other
آیا	 Other
ہے۔	 Other
 
اتوار	 Other
کو	 Other
امریکی	 Other
میرینز	 Other
اور	 Other
برطانیہ 	 Location
کے	 Other
جنگی	 Other
فوجیوں	 Other
کا	 Other
آحری	 Other
دستہ	 Other
سرکاری	 Other
طور	 Other
پر	 Other
افغانستان	 Location
میں	 Other
کارروائیاں	 Other
ختم	 Other
کرکے	 Other
واپس	 Other
لوٹ	 Other
گیا۔	 Other
 
جانے	 Other
سے	 Other
پہلے	 Other
انھوں	 Other
نے	 Other
اپنی	 Other
ذمہ	 Other
داریاں	 Other
مقامی	 Other
حکام	 Other
کے	 Other
حوالے	 Other
کر	 Other
دیں۔	 Other
 
بھارت	 Location
میں	 Other
مئي	 Date
کے	 Other
تاریخی	 Other
انتخابات	 Other
میں	 Other
فتح	 Other
کے	 Other
بعد	 Other
نریندر مودی	 Person
کی	 Other
میڈیا	 Other
سے	 Other
پہلی	 Other
ملاقات	 Other
کئی	 Other
وجوہات	 Other
سے	 Other
دلچسپ	 Other
رہی۔	 Other
 
بعض	 Other
مخصوص	 Other
صحافیوں	 Other
کو	 Other
جمعے	 Other
کے	 Other
روز	 Other
کو	 Other
SMS	 Other
پیغامات	 Other
ملے،	 Other
جس	 Other
میں	 Other
کہا	 Other
گیا	 Other
تھا	 Other
کہ	 Other
یہ	 Other
پروگرام	 Other
وزیر اعظم	 Person
کے	 Other
ساتھ	 Other
ایک	 Other
غیر	 Other
رسمی	 Other
بات	 Other
چیت	 Other
پر	 Other
مبنی	 Other
ہے۔	 Other
 
بعد	 Other
میں	 Other
دریافت	 Other
کرنے	 Other
پر	 Other
معلوم	 Other
ہوا	 Other
کہ	 Other
دیوالی	 Other
کے	 Other
موقع	 Other
پر	 Other
ایک	 Other
غیر	 Other
رسمی	 Other
ملاقات	 Other
ہوگی	 Other
اور	 Other
ہمیں	 Other
صبح	 Other
پونے گیارہ بجے	 Time
بی جے پی	 Organization
کے	 Other
اشوک روڈ	 Location
پر	 Other
واقع	 Other
دفتر	 Other
پہنچنے	 Other
کے	 Other
لیے	 Other
کہا	 Other
گیا۔	 Other
 
جب	 Other
میں	 Other
سخت	 Other
سکیورٹی	 Other
کے	 Other
بعد	 Other
وہاں	 Other
پہنچا	 Other
تو	 Other
یہ	 Other
واضح	 Other
ہو	 Other
گیا	 Other
کہ	 Other
یہاں	 Other
کوئی	 Other
غیر	 Other
رسمی	 Other
بات	 Other
چیت	 Other
'نہیں	 Other
ہونے	 Other
جا	 Other
رہی	 Other
تھی۔	 Other
 
بلکہ	 Other
ایک	 Other
بڑے	 Other
شاميانے	 Other
کے	 Other
نیچے	 Other
رسمی	 Other
تقریب	 Other
ہونے	 Other
جا	 Other
رہی	 Other
ہے۔	 Other
 
دو	 Number
ٹی	 Other
وی	 Other
سکرینیں	 Other
اور	 Other
ان	 Other
کے	 Other
پیچھے	 Other
مودی 	 Person
اور	 Other
امت شاہ	 Person
کے	 Other
پوسٹر	 Other
لگے	 Other
تھے	 Other
سامنے	 Other
خالی	 Other
کرسیاں	 Other
رکھ	 Other
دی	 Other
گئی	 Other
تھیں	 Other
اور	 Other
بہت	 Other
سے	 Other
صحافیوں	 Other
اور	 Other
ٹی	 Other
وی	 Other
ٹیموں	 Other
کو	 Other
مدعو	 Other
کیا	 Other
گیا	 Other
تھا۔	 Other
 
انھوں	 Other
نے	 Other
اس	 Other
کے	 Other
متعلق	 Other
لکھنے	 Other
کے	 Other
لیے	 Other
صحافیوں	 Other
اور	 Other
کالم	 Other
نگاروں	 Other
کی	 Other
تعریف	 Other
کی	 Other
اور	 Other
کہا	 Other
کہ	 Other
اس	 Other
مہم	 Other
کے	 Other
تعلق	 Other
سے	 Other
شائع	 Other
ہونے	 Other
والی	 Other
تفصیلی	 Other
خبریں	 Other
دراصل	 Other
ایک	 Other
اچھی	 Other
مثال	 Other
ہے	 Other
کہ	 Other
صحافت	 Other
ایک	 Other
تخلیقی	 Other
کردار	 Other
ادا	 Other
کر	 Other
رہا	 Other
ہے۔	 Other
 
برطانیہ	 Location
کے	 Other
سابق	 Other
فوجی	 Other
سربراہ	 Other
کا	 Other
کہنا	 Other
ہے	 Other
کہ	 Other
فوجی	 Other
حکام	 Other
نے	 Other
افغانستان	 Location
میں	 Other
دہشت	 Other
گردی	 Other
کے	 Other
خلاف	 Other
جنگ	 Other
کی	 Other
شدت	 Other
کا	 Other
غلط	 Other
اندازہ	 Other
لگایا	 Other
تھا۔	 Other
 
بی بی سی	 Organization
کو	 Other
دیے	 Other
گئے	 Other
ایک	 Other
خصوصی	 Other
انٹرویو	 Other
میں	 Other
جنرل	 Desigation
سر پیٹر وال	 Person
کا	 Other
کہنا	 Other
تھا	 Other
کہ	 Other
ان	 Other
کے	 Other
خیال	 Other
میں	 Other
افغانستان	 Location
میں	 Other
’محدود‘	 Other
مقاصد	 Other
حاصل	 Other
کرنے	 Other
کے	 Other
لیے	 Other
موجود	 Other
’فوجی	 Other
افرادی	 Other
قوت	 Other
کافی‘	 Other
تھی،	 Other
لیکن	 Other
اب	 Other
وہ	 Other
سوچتے	 Other
ہیں	 Other
کہ	 Other
انھوں	 Other
نے	 Other
غلط	 Other
اندازہ	 Other
لگایا	 Other
تھا۔	 Other
 
بریگیڈیئر	 Desigation
ایڈ بٹلر	 Person
سنہ دوہزارچھ	 Date
میں	 Other
ہلمند	 Location
کے	 Other
فوجی	 Other
کمانڈر	 Other
تھے۔	 Other
 
ان	 Other
کے	 Other
بقول	 Other
نہ	 Other
تو	 Other
ان	 Other
کے	 Other
فوجی	 Other
اس	 Other
مشکل	 Other
جنگ	 Other
کے	 Other
لیے	 Other
تیار	 Other
تھے	 Other
اور	 Other
نہ	 Other
ان	 Other
کے	 Other
پاس	 Other
لڑائی	 Other
کے	 Other
لیے	 Other
درکار	 Other
اسلحہ	 Other
موجود	 Other
تھا۔	 Other
 
لیکن	 Other
برطانوی	 Other
وزارت	 Other
دفاع	 Other
کا	 Other
کہنا	 Other
ہے	 Other
کہ	 Other
انھیں	 Other
افغانستان	 Location
میں	 Other
حاصل	 Other
کی	 Other
گئی	 Other
فتوحات	 Other
پر	 Other
فخر	 Other
ہے۔	 Other
 
میرے	 Other
پیش	 Other
کردہ	 Other
منصوبے	 Other
میں	 Other
افغانستان	 Location
بھیجے	 Other
گئے	 Other
فوجیوں	 Other
کی	 Other
تعداد	 Other
کو	 Other
محدود	 Other
مقاصد	 Other
کے	 Other
حصول	 Other
کے	 Other
لیے	 Other
کافی	 Other
قرار	 Other
دیا	 Other
گیا	 Other
تھا	 Other
لیکن	 Other
ابھی	 Other
میں	 Other
کھل	 Other
کر	 Other
اپنے	 Other
اس	 Other
اندازے	 Other
کے	 Other
غلط	 Other
ہونے	 Other
کا	 Other
اقرار	 Other
کرتا	 Other
ہوں۔	 Other
 
جنرل وال	 Person
سنہ دوہزارایک	 Date
سے	 Other
افغانستان	 Location
میں	 Other
جاری	 Other
دہشت	 Other
گردی	 Other
کے	 Other
خلاف	 Other
جنگ	 Other
میں	 Other
اب	 Other
تک	 Other
چار سو ترپن	 Number
برطانوی	 Other
فوجی	 Other
ہلاک	 Other
ہو	 Other
چکے	 Other
ہیں۔	 Other
 
تک	 Other
برطانوی	 Other
فوج	 Other
سنہ دوہزار چار	 Date
عراق	 Location
اور	 Other
افغانستان	 Location
دونوں	 Other
محاذوں	 Other
پر	 Other
لڑ	 Other
رہی	 Other
تھی	 Other
اور	 Other
برطانوی	 Other
فوجی	 Other
حکام	 Other
کا	 Other
خیال	 Other
ہے	 Other
کہ	 Other
انھیں	 Other
اس	 Other
وقت	 Other
اندازہ	 Other
تھا	 Other
کہ	 Other
ان	 Other
کے	 Other
پاس	 Other
ایک	 Other
سے	 Other
زیادہ	 Other
محاذوں	 Other
پر	 Other
لڑنے	 Other
کے	 Other
لیے	 Other
درکار	 Other
وسائل	 Other
نہیں	 Other
تھے۔	 Other
 
لیکن	 Other
اس	 Other
کے	 Other
باوجود	 Other
انھوں	 Other
نے	 Other
تینتیس سو	 Number
برطانوی	 Other
فوجی	 Other
افغانستان	 Location
بھیجنے	 Other
کا	 Other
نیٹو	 Organization
سے	 Other
کیا	 Other
گیا	 Other
وعدہ	 Other
پورا	 Other
کیا۔	 Other
 
بی بی سی	 Organization
ٹو	 Other
سے	 Other
بات	 Other
کرتے	 Other
ہوئے	 Other
جنرل وال	 Person
کا	 Other
کہنا	 Other
تھا	 Other
کہ	 Other
’ان	 Other
کے	 Other
پیش	 Other
کردہ	 Other
منصوبے	 Other
میں	 Other
افغانستان	 Location
بھیجے	 Other
گئے	 Other
فوجیوں	 Other
کی	 Other
تعداد	 Other
کو	 Other
محدود	 Other
مقاصد	 Other
کے	 Other
حصول	 Other
کے	 Other
لیے	 Other
کافی	 Other
قرار	 Other
دیا	 Other
گیا	 Other
تھا	 Other
لیکن	 Other
ابھی	 Other
وہ	 Other
کھل	 Other
کر	 Other
اپنے	 Other
اس	 Other
اندازے	 Other
کے	 Other
غلط	 Other
ہونے	 Other
کا	 Other
اقرار	 Other
کرتے	 Other
ہیں‘۔	 Other
 
عراق	 Location
اور	 Other
افغانستان	 Location
کی	 Other
جنگ	 Other
میں	 Other
ناقص	 Other
اندازے:فوج	 Other
میں	 Other
ایک	 Other
مشہور	 Other
کہاوت	 Other
ہے	 Other
کہ	 Other
بہتر	 Other
نتائج	 Other
کی	 Other
توقع	 Other
رکھیں	 Other
لیکن	 Other
خود	 Other
کو	 Other
بدترین	 Other
نتائج	 Other
کے	 Other
لیے	 Other
تیار	 Other
رکھیں،	 Other
لیکن	 Other
ہم	 Other
صرف	 Other
بہتر	 Other
نتائج	 Other
کی	 Other
توقع	 Other
کر	 Other
رہے	 Other
تھے	 Other
اور	 Other
خراب	 Other
نتائج	 Other
کے	 Other
تیار	 Other
نہیں	 Other
تھے۔	 Other
 
میرا	 Other
مطلب	 Other
یہ	 Other
ہے	 Other
کہ	 Other
میرے	 Other
پاس	 Other
اس	 Other
جنگ	 Other
کے	 Other
لیے	 Other
درکار	 Other
وسائل	 Other
ہیں	 Other
نہیں	 Other
تھے۔	 Other
 
لارڈ رچرڈ	 Person
افغانستان	 Location
میں	 Other
برطانوی	 Other
فوجی	 Other
بھیجنے	 Other
کے	 Other
بعد	 Other
برطانیہ	 Location
کے	 Other
فوجی	 Other
حکام	 Other
کا	 Other
خیال	 Other
تھا	 Other
کہ	 Other
سنہ دوہزارپانچ	 Date
تک	 Other
عراق	 Location
کی	 Other
صورت	 Other
حال	 Other
میں	 Other
بہتری	 Other
آئے	 Other
گی	 Other
لیکن	 Other
ان	 Other
کا	 Other
یہ	 Other
اندازہ	 Other
بھی	 Other
غلط	 Other
ثابت	 Other
ہوا۔	 Other
 
سے	 Other
سنہ دو ہزارنو	 Date
تک	 Other
برطانوی	 Other
فوج	 Other
کے	 Other
سنہ دوہزار چھ	 Date
سربراہ	 Other
لارڈ ڈانٹ	 Person
کا	 Other
کہنا	 Other
ہے	 Other
کہ	 Other
’شاید	 Other
مجھے	 Other
اس	 Other
بات	 Other
کا	 Other
اندازہ	 Other
لگا	 Other
لینا	 Other
چاہیے	 Other
تھا	 Other
کہ	 Other
عراق	 Location
کے	 Other
حالات	 Other
بہتر	 Other
نہیں	 Other
ہوں	 Other
گے	 Other
اور	 Other
سنہ دوہزارچھ	 Date
میں	 Other
عراق	 Location
میں	 Other
برطانوی	 Other
فوجیوں	 Other
کی	 Other
تعداد	 Other
پندرہ سو	 Number
تک	 Other
کم	 Other
کر	 Other
دینا	 Other
درست	 Other
فیصلہ	 Other
نہیں	 Other
تھا۔	 Other
 
لارڈ رچرڈ	 Person
سنہ دوہزارچھ	 Date
اور	 Other
سنہ دوہزار سات	 Date
میں	 Other
ایساف	 Organization
کے	 Other
پینتیس ہزار	 Number
فوجیوں	 Other
کی	 Other
کمانڈ	 Other
کر	 Other
چکے	 Other
ہیں۔	 Other
 
ان	 Other
کا	 Other
کہنا	 Other
تھا	 Other
کہ	 Other
اس	 Other
وقت	 Other
کوئی	 Other
یہ	 Other
ماننے	 Other
کو	 Other
تیار	 Other
نہیں	 Other
تھا	 Other
کہ	 Other
اس	 Other
جنگ	 Other
میں	 Other
شدت	 Other
آئے	 Other
گی۔	 Other
 
یہ	 Other
حقیقت	 Other
دستاویزات	 Other
کا	 Other
حصہ	 Other
ہے	 Other
کہ	 Other
افغان	 Location
جنگ	 Other
کے	 Other
اوائل	 Other
میں	 Other
یقیناً	 Other
رکاوٹیں	 Other
تھیں	 Other
لیکن	 Other
افغانستان	 Location
میں	 Other
حاصل	 Other
کی	 Other
گئی	 Other
کامیابوں	 Other
پر	 Other
ہمیں	 Other
یقیناً	 Other
فخر	 Other
ہے۔	 Other
 
برطانوی	 Other
وزارت دفاع	 Organization
سنہ دوہزارچھ	 Date
میں	 Other
افغانستان	 Location
کے	 Other
ہلمند	 Location
صوبے	 Other
میں	 Other
برطانوی	 Other
فوج	 Other
کو	 Other
انتہائی	 Other
مشکل	 Other
حالات	 Other
کا	 Other
سامنا	 Other
تھا۔	 Other
 
انھیں	 Other
طالبان	 Other
کی	 Other
جانب	 Other
سے	 Other
شدید	 Other
مزاحمت	 Other
کا	 Other
سامنا	 Other
تھا،	 Other
ہتھیاروں	 Other
اور	 Other
خوراک	 Other
کی	 Other
قلت	 Other
تھی	 Other
اور	 Other
ان	 Other
کا	 Other
واحد	 Other
آسرا	 Other
ہیلی	 Other
کاپٹر	 Other
تھے۔	 Other
 
ہلمند	 Location
میں	 Other
اس	 Other
وقت	 Other
کے	 Other
برطانوی	 Other
فوجی	 Other
کمانڈر	 Other
بریگیڈیئر	 Desigation
ایڈ بٹلر	 Person
کا	 Other
کہنا	 Other
ہے	 Other
کہ	 Other
’ہم	 Other
نہ	 Other
تو	 Other
اس	 Other
جنگ	 Other
کے	 Other
لیے	 Other
تیار	 Other
تھے	 Other
اور	 Other
نہ	 Other
ہمارے	 Other
پاس	 Other
زیادہ	 Other
ہتھیار	 Other
اور	 Other
وسائل	 Other
تھے،	 Other
بلکہ	 Other
سب	 Other
سے	 Other
اہم	 Other
بات	 Other
یہ	 Other
ہے	 Other
کہ	 Other
ہمارے	 Other
پاس	 Other
فتح	 Other
حاصل	 Other
کرنے	 Other
کے	 Other
لیے	 Other
واضح	 Other
حکمت	 Other
عملی	 Other
بھی	 Other
نہیں	 Other
تھی۔	 Other
 
لیکن	 Other
برطانوی	 Other
وزارت دفاع	 Organization
کے	 Other
ترجمان	 Other
کا	 Other
کہنا	 Other
ہے	 Other
کہ	 Other
یہ	 Other
حقیقت	 Other
دستاویزات	 Other
کا	 Other
حصہ	 Other
ہے	 Other
کہ	 Other
افغان	 Other
جنگ	 Other
کے	 Other
اوائل	 Other
میں	 Other
یقیناً	 Other
رکاوٹیں	 Other
تھیں	 Other
لیکن	 Other
افغانستان	 Location
میں	 Other
حاصل	 Other
کی	 Other
گئی	 Other
کامیابوں	 Other
پر	 Other
انھیں	 Other
یقیناً	 Other
فخر	 Other
ہے۔‘	 Other
 
مسئلہ	 Other
کشمیر	 Location
کو	 Other
اجاگر	 Other
کرنے	 Other
کے	 Other
لیے	 Other
برطانیہ	 Location
میں	 Other
مقیم	 Other
کشمیری	 Other
برادری	 Other
سے	 Other
تعلق	 Other
رکھنے	 Other
والے	 Other
لوگ	 Other
اتوار	 Other
کو	 Other
لندن	 Location
شہر	 Other
کے	 Other
تاریخی	 Other
ٹریفالگر	 Other
سکور	 Other
سے	 Other
برطانوی	 Other
وزیر اعظم	 Desigation
ڈیدڈ کیمرون	 Person
کی	 Other
رہائش	 Other
گاہ	 Other
تک	 Other
اجتحاجی	 Other
مارچ	 Other
کریں	 Other
گے	 Other
اور	 Other
ایک	 Other
یاداشت	 Other
برطانوی	 Other
وزیر اعظم	 Desigation
کو	 Other
پیش	 Other
کریں	 Other
گے۔	 Other
 
مارچ	 Other
کا	 Other
اہتمام	 Other
کرنے	 Other
والے	 Other
پاکستان	 Location
کے	 Other
زیر	 Other
انتظام	 Other
کشمیر	 Location
کے	 Other
سابق	 Other
وزیر اعظم	 Person
اور	 Other
پاکستان پیپلز پارٹی	 Organization
آزاد کشمیر	 Location
کے	 Other
رہنما	 Other
بیرسٹر	 Desigation
سلطان محمود چوہدری	 Person
نے	 Other
ہفتے	 Other
کو	 Other
بی بی سی	 Organization
اردو	 Other
سروس	 Other
سے	 Other
بات	 Other
کرتے	 Other
ہوئے	 Other
اس	 Other
امید	 Other
کا	 Other
اظہار	 Other
کیا	 Other
کہ	 Other
’یہ	 Other
ایک	 Other
تاریخی	 Other
مارچ	 Other
ہو	 Other
گا	 Other
اور	 Other
اس	 Other
میں	 Other
ہزاروں	 Number
کی	 Other
تعداد	 Other
میں	 Other
کشمیری	 Other
شرکت	 Other
کریں	 Other
گے۔	 Other
 
گزشتہ	 Other
کئی	 Other
دنوں	 Other
سے	 Other
برطانیہ	 Location
کے	 Other
مختلف	 Other
شہروں	 Other
میں	 Other
اس	 Other
مارچ	 Other
کو	 Other
کامیاب	 Other
بنانے	 Other
کے	 Other
لیے	 Other
سرگرداں	 Other
سلطان محمود چوہدری	 Person
نے	 Other
کہا	 Other
کہ	 Other
پچیس	 Number
سے	 Other
زیادہ	 Other
ارکان	 Other
پارلیمان	 Other
انھیں	 Other
اس	 Other
مارچ	 Other
میں	 Other
شرکت	 Other
کی	 Other
یقین	 Other
دہانی	 Other
کرا	 Other
چکے	 Other
ہیں۔	 Other
 
انھوں	 Other
نے	 Other
کہا	 Other
کہ	 Other
برطانوی پارلیمنٹ	 Location
میں	 Other
آل پارٹیز کشمیر کمیٹی	 Organization
کے	 Other
چیئرمین	 Desigation
ایڈرو گریفتھس	 Person
ان	 Other
کے	 Other
ساتھ	 Other
مارچ	 Other
میں	 Other
شرکت	 Other
کا	 Other
اعلان	 Other
کر	 Other
چکے	 Other
ہیں۔	 Other
 
پاکستانی	 Other
نژاد	 Other
منتخب	 Other
اراکین	 Other
میں	 Other
شبانہ محمود	 Person
،	 Other
لارڈ نذیر احمد	 Person
،	 Other
رحمان چستی	 Person
اور	 Other
خالد محمود	 Person
بھی	 Other
شرکت	 Other
کریں	 Other
گے۔	 Other
 
اس	 Other
کے	 Other
علاوہ	 Other
یورپین	 Other
پارلیمنٹ	 Other
کے	 Other
رکن	 Other
سجاد کریم	 Person
بھی	 Other
مارچ	 Other
میں	 Other
شامل	 Other
ہوں	 Other
گے۔	 Other
 
بیرسٹر	 Other
سلطان محمود چوہدری	 Person
نے	 Other
کہا	 Other
کہ	 Other
ٹریفالگر سکور	 Location
پر	 Other
ڈیڑھ بجے	 Time
دن	 Other
اجتماع	 Other
ہوگا	 Other
جس	 Other
کے	 Other
بعد	 Other
ساڑھے تین بجے	 Time
مارچ	 Other
ٹین ڈاؤنگ سٹریٹ	 Location
کی	 Other
طرف	 Other
روانہ	 Other
ہو	 Other
جائے	 Other
گا۔	 Other
 
انھوں	 Other
نے	 Other
کہا	 Other
کہ	 Other
پاکستان	 Location
کے	 Other
زیر	 Other
انتظام	 Other
کشمیر	 Location
سے	 Other
بھی	 Other
کئی	 Other
سیاسی	 Other
اور	 Other
سماجی	 Other
تنظیموں	 Other
کے	 Other
ارکان	 Other
مارچ	 Other
میں	 Other
شرکت	 Other
کے	 Other
لیے	 Other
خصوصی	 Other
طور	 Other
پر	 Other
لندن	 Location
پہنچ	 Other
رہے	 Other
ہیں۔	 Other
 
انھوں	 Other
نے	 Other
کہا	 Other
کہ	 Other
فلسطین	 Location
کے	 Other
بارے	 Other
میں	 Other
حال	 Other
ہی	 Other
میں	 Other
برطانوی	 Other
پارلیمان	 Other
نے	 Other
ایک	 Other
تحریک	 Other
منظور	 Other
کی	 Other
ہے	 Other
جس	 Other
سے	 Other
قبل	 Other
غزہ	 Location
پر	 Other
اسرائیلی	 Location
جارحیت	 Other
کے	 Other
خلاف	 Other
بڑے	 Other
بڑے	 Other
جلوس	 Other
نکالے	 Other
گئے	 Other
تھے۔	 Other
 
انھوں	 Other
نے	 Other
مزید	 Other
کہا	 Other
کہ	 Other
اس	 Other
سے	 Other
قبل	 Other
سکاٹ لینڈ	 Location
میں	 Other
ریفرنڈم	 Other
کرایا	 Other
گیا	 Other
اور	 Other
ان	 Other
ہی	 Other
